kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
9285265,K03410.02,Kepler-1491 c,CONFIRMED,CANDIDATE,0.979,0,0,0,0,61.569765,0.001804,-0.001804,182.0201,0.0248,-0.0248,0.486,0.074,-0.409,9.75,0.635,-0.635,298.3,30.9,-30.9,2.44,0.39,-0.53,530.0,,,18.66,7.87,-7.77,10.9,2.0,q1_q17_dr25_tce,5626.0,77.0,-77.0,4.149,0.188,-0.101,1.389,0.223,-0.298,293.62976,45.74065,15.589
9285568,K04241.01,Kepler-1575 b,CONFIRMED,CANDIDATE,0.992,0,0,0,0,2.55315031,1.24e-05,-1.24e-05,132.44849,0.00465,-0.00465,0.32,0.138,-0.32,1.849,0.104,-0.104,185.3,14.2,-14.2,1.25,0.34,-0.12,1312.0,,,699.7,584.17,-204.86,15.4,1.0,q1_q17_dr25_tce,5970.0,188.0,-209.0,4.521,0.046,-0.184,0.908,0.248,-0.088,293.74326,45.761589,15.424
9286088,K04318.01,,CANDIDATE,CANDIDATE,0.938,0,0,0,0,14.8162925,0.0002631,-0.0002631,138.3761,0.0127,-0.0127,0.857,0.099,-0.608,4.973,0.362,-0.362,108.2,10.0,-10.0,1.57,0.25,-0.21,912.0,,,163.33,73.41,-49.91,12.5,1.0,q1_q17_dr25_tce,6356.0,115.0,-128.0,4.27,0.09,-0.11,1.325,0.214,-0.175,293.93832,45.719021,12.583
9286728,K07154.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,0,1,3.04459739,4.591e-05,-4.591e-05,132.4989,0.0153,-0.0153,0.385,0.093,-0.385,7.638,0.338,-0.338,66.1,4.2,-4.2,0.62,0.11,-0.05,1076.0,,,317.36,179.87,-79.26,18.2,1.0,q1_q17_dr25_tce,5525.0,148.0,-165.0,4.603,0.037,-0.12,0.753,0.141,-0.06,294.15503,45.70723,14.567
9288237,K03114.01,,CANDIDATE,CANDIDATE,0.988,0,0,0,0,7.49133777,8.235e-05,-8.235e-05,135.31257,0.00843,-0.00843,0.013,0.44,-0.013,6.315,0.242,-0.242,34.5,2.8,-2.8,1.01,0.2,-0.31,1291.0,,,656.15,400.89,-371.57,14.4,1.0,q1_q17_dr25_tce,6177.0,168.0,-168.0,3.993,0.266,-0.114,1.71,0.347,-0.52,294.71677,45.781269,12.277
9288786,K01390.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.744101106,6.45e-07,-6.45e-07,134.50867,0.000314,-0.000314,0.618,0.169,-0.341,1.5497,0.0626,-0.0626,9681.4,78.8,-78.8,7.21,0.3,-0.56,1016.0,,,251.54,55.67,-64.24,152.6,1.0,q1_q17_dr25_tce,4368.0,132.0,-145.0,4.593,0.049,-0.018,0.703,0.029,-0.054,294.91586,45.783871,15.702
9289704,K02222.01,,CANDIDATE,CANDIDATE,0.987,0,0,0,0,34.135676,0.002154,-0.002154,157.7959,0.0446,-0.0446,0.087,0.366,-0.087,9.12,1.9,-1.9,622.0,103.0,-103.0,13.98,4.73,-8.8,1526.0,,,1281.86,1281.02,-1133.26,8.6,1.0,q1_q17_dr25_tce,7818.0,216.0,-325.0,3.365,0.704,-0.176,5.555,1.883,-3.496,295.24734,45.757401,12.963
9289960,K06197.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,0.53345831,,,132.001459,,,,,,1.32,,,,,,,,,,,,,,,,1.0,q1_q17_dr24_tce,,,,,,,,,,295.34586,45.768803,11.957
9291039,K03230.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,8.80854183,6.062e-05,-6.062e-05,134.02712,0.00361,-0.00361,0.993,0.116,-0.136,34.7564,0.0,0.0,174.7,7.8,-7.8,2.69,0.55,-0.44,1000.0,,,236.05,143.78,-90.5,137.3,1.0,q1_q17_dr25_tce,6017.0,163.0,-181.0,4.3,0.135,-0.135,1.21,0.245,-0.2,295.71942,45.747559,12.239
9291039,K03230.02,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,1,3.796383639,,,135.2015074,,,0.649,,,8.6711,,,31.1,,,0.71,0.14,-0.12,1323.0,,,724.17,441.11,-277.64,24.5,3.0,q1_q17_dr25_tce,6017.0,163.0,-181.0,4.3,0.135,-0.135,1.21,0.245,-0.2,295.71942,45.747559,12.239
9291368,K07155.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,3.796448299,9.994e-06,-9.994e-06,131.37037,0.0037,-0.0037,0.249,0.005,-0.004,11.5917,0.0103,-0.0103,522880.0,633.0,-633.0,232.39,20.44,-109.0,2577.0,,,10412.56,3508.68,-7931.36,1487.2,1.0,q1_q17_dr25_tce,8117.0,251.0,-334.0,3.748,0.442,-0.078,3.07,0.27,-1.44,295.82617,45.78764,14.005
9291368,K07155.02,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,3.79654367,6.114e-05,-6.114e-05,133.2353,0.0226,-0.0226,1.081,0.069,-0.07,11.4071,0.0549,-0.0549,70781.0,304.0,-304.0,159.34,14.01,-74.74,2577.0,,,10412.56,3508.68,-7931.36,283.7,2.0,q1_q17_dr25_tce,8117.0,251.0,-334.0,3.748,0.442,-0.078,3.07,0.27,-1.44,295.82617,45.78764,14.005
9291378,K03776.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,3.796488133,7.908e-06,-7.908e-06,135.15079,0.00191,-0.00191,1.306,0.38,-0.201,11.0659,0.0704,-0.0704,3007.6,18.2,-18.2,40.83,12.99,-4.33,1233.0,,,547.94,529.85,-178.96,193.4,1.0,q1_q17_dr25_tce,6137.0,193.0,-257.0,4.46,0.054,-0.216,1.018,0.324,-0.108,295.83008,45.789822,15.534
9291629,K06198.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,20.686460198,,,133.8900931,,,0.002,,,37.7424,,,136150.0,,,184.22,86.58,-70.82,1210.0,,,506.27,701.04,-331.1,1656.7,3.0,q1_q17_dr25_tce,4809.0,120.0,-108.0,3.106,0.385,-0.315,5.145,2.418,-1.978,295.90674,45.724098,13.957
9291748,K07156.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,15.926990634,1.639e-06,-1.639e-06,144.4526221,8.66e-05,-8.66e-05,1.368,0.011,-0.023,11.5142,0.00848,-0.00848,394230.0,168.0,-168.0,93.94,8.24,-8.24,566.0,,,24.16,8.02,-6.36,3458.3,1.0,q1_q17_dr25_tce,5191.0,156.0,-156.0,4.615,0.071,-0.044,0.65,0.057,-0.057,295.94705,45.741562,15.538
9292100,K05652.01,,CANDIDATE,CANDIDATE,,0,0,0,0,91.507044,0.001381,-0.001381,184.2723,0.0132,-0.0132,0.1665,0.2766,-0.1665,5.019,0.326,-0.326,539.0,56.1,-56.1,1.43,5.41,-0.11,302.0,,,1.97,49.96,-0.48,12.4,1.0,q1_q16_tce,5040.0,183.0,-143.0,4.635,0.056,-1.207,0.626,2.363,-0.05,296.05667,45.76976,14.969
9292130,K07602.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,362.747593,0.007962,-0.007962,368.2357,0.0301,-0.0301,0.3185,0.1293,-0.3184,16.45,1.4,-1.4,132.4,10.9,-10.9,2.51,0.12,-0.09,384.0,,,5.13,0.67,-0.54,13.0,1.0,q1_q17_dr24_tce,6176.0,52.0,-52.0,3.885,0.015,-0.015,2.16,0.1,-0.08,296.06937,45.703098,10.662
9300066,K05653.01,,CANDIDATE,CANDIDATE,,0,0,0,0,188.664098,0.006656,-0.006656,154.3037,0.0193,-0.0193,0.2033,0.2435,-0.2032,5.179,0.617,-0.617,960.0,138.0,-138.0,2.02,0.26,-0.19,232.0,,,0.68,0.29,-0.19,9.4,1.0,q1_q16_tce,4788.0,152.0,-134.0,4.599,0.059,-0.053,0.672,0.084,-0.065,298.3862,45.764229,15.545
9300285,K00705.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,1.012672041,4.35e-07,-4.35e-07,170.189232,0.00034,-0.00034,0.957,0.001,-0.002,3.0512,0.0265,-0.0265,1197.6,9.4,-9.4,5.89,1.83,-0.99,2337.0,,,7026.31,6250.59,-2820.42,237.4,1.0,q1_q17_dr25_tce,6663.0,160.0,-240.0,4.275,0.105,-0.195,1.338,0.416,-0.224,298.45319,45.746101,13.788
9301506,K03047.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,0.605223042,1.552e-06,-1.552e-06,131.75593,0.00229,-0.00229,0.109,0.334,-0.109,0.8986,0.0748,-0.0748,232.3,15.4,-15.4,1.14,0.14,-0.11,1728.0,,,2099.47,911.54,-614.13,20.7,1.0,q1_q17_dr25_tce,5089.0,179.0,-179.0,4.559,0.06,-0.06,0.757,0.089,-0.073,298.78799,45.77422,15.248
9301564,K07157.01,,CANDIDATE,CANDIDATE,0.55,0,0,0,0,23.9830523,0.0009788,-0.0009788,136.7741,0.0313,-0.0313,0.096,0.348,-0.096,8.77,1.7,-1.7,83.2,7.5,-7.5,1.17,0.33,-0.36,718.0,,,62.83,52.92,-35.89,11.3,2.0,q1_q17_dr25_tce,5696.0,169.0,-152.0,4.178,0.312,-0.168,1.292,0.362,-0.399,298.80557,45.759998,13.863
9302543,K04272.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.21475168,5.913e-05,-5.913e-05,131.7581,0.0436,-0.0436,0.461,0.05,-0.443,6.93,1.2,-1.2,266.1,48.8,-48.8,5.5,0.74,-3.17,3302.0,,,28091.85,12256.14,-23671.12,7.9,1.0,q1_q17_dr25_tce,6732.0,184.0,-225.0,3.632,0.567,-0.063,3.276,0.444,-1.885,299.08658,45.776821,11.464
9304101,K02067.01,Kepler-1079 b,CONFIRMED,CANDIDATE,0.975,0,0,0,0,13.24503482,4.677e-05,-4.677e-05,142.00573,0.00277,-0.00277,0.498,0.01,-0.468,4.4078,0.0831,-0.0831,156.1,5.0,-5.0,1.77,0.28,-0.38,887.0,,,146.31,67.14,-62.43,35.7,1.0,q1_q17_dr25_tce,5636.0,114.0,-103.0,4.147,0.188,-0.101,1.39,0.223,-0.298,299.5495,45.769749,12.584
9304561,K07158.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,1,1.219049953,8.33e-06,-8.33e-06,132.09455,0.0057,-0.0057,0.0517,0.4028,-0.0515,1.477,0.192,-0.192,53.5,6.7,-6.7,2.48,0.96,-1.35,2948.0,,,17862.9,22204.71,-14919.79,10.1,1.0,q1_q17_dr24_tce,5742.0,222.0,-313.0,3.521,0.521,-0.521,3.374,1.31,-1.842,299.68271,45.71133,13.92
9304842,K06199.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,131.68018,0.01592,-0.01592,229.6497,0.0893,-0.0893,0.1224,0.3718,-0.1222,14.73,2.4,-2.4,2067.0,312.0,-312.0,5.96,3.91,-1.01,444.0,,,9.15,18.67,-3.7,9.2,1.0,q1_q16_tce,6468.0,170.0,-231.0,4.288,0.109,-0.356,1.302,0.853,-0.222,299.77258,45.778999,12.714
9304923,K06200.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,200.762693,0.003632,-0.003632,308.7451,0.0161,-0.0161,42.778,24.33,-27.76,2.215,0.439,-0.439,1920.0,330.0,-330.0,15056.9,2803.0,-5342.0,692.0,,,54.06,31.12,-34.93,5.5,2.0,q1_q16_tce,7981.0,229.0,-318.0,3.716,0.297,-0.098,3.298,0.614,-1.17,299.79901,45.735371,12.377
9304976,K05654.01,,CANDIDATE,CANDIDATE,0.088,0,0,0,0,54.6957124,0.0009965,-0.0009965,155.2574,0.0157,-0.0157,0.954,0.025,-0.66,6.89,0.494,-0.494,1096.0,103.0,-103.0,3.28,0.45,-0.4,405.0,,,6.34,3.04,-2.1,12.4,1.0,q1_q17_dr25_tce,5299.0,186.0,-186.0,4.535,0.093,-0.076,0.757,0.102,-0.092,299.81772,45.709164,13.823
9305012,K04416.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,56.898749,0.002118,-0.002118,160.0479,0.0291,-0.0291,0.4491,0.0915,-0.4488,3.522,0.607,-0.607,514.0,102.0,-102.0,6.33,1.09,-1.92,1107.0,,,355.22,190.19,-209.85,6.2,,,9189.0,261.0,-385.0,3.864,0.238,-0.099,2.692,0.462,-0.816,299.83664,45.780731,11.96
9305831,K00204.01,Kepler-44 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.246732048,3.94e-07,-3.94e-07,133.379165,0.000101,-0.000101,0.475,0.043,-0.082,3.0535,0.0194,-0.0194,6998.2,11.7,-11.7,12.4,1.03,-0.93,1459.0,,,1072.7,277.96,-225.02,775.0,1.0,q1_q17_dr25_tce,5763.0,103.0,-114.0,4.15,0.055,-0.044,1.457,0.121,-0.109,300.10236,45.762138,14.678
9306677,K05655.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,532.9307,0.1568,-0.1568,285.017,0.163,-0.163,0.4579,0.0319,-0.4578,3.89,1.3,-1.3,181.4,46.6,-46.6,4.68,0.84,-1.59,498.0,,,14.53,8.15,-9.15,5.3,1.0,q1_q16_tce,7872.0,231.0,-310.0,3.698,0.276,-0.097,3.373,0.604,-1.148,300.35648,45.737091,13.103
9307105,K03304.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,13.5437884,1.729e-05,-1.729e-05,135.27623,0.00108,-0.00108,1.269,3.044,-0.155,5.7076,0.0591,-0.0591,6608.7,71.2,-71.2,32.21,7.1,-2.84,658.0,,,44.22,31.35,-11.87,114.4,1.0,q1_q17_dr25_tce,5463.0,191.0,-172.0,4.582,0.036,-0.144,0.794,0.175,-0.07,300.49106,45.796909,15.023
9307509,K02096.01,Kepler-1794 b,CONFIRMED,CANDIDATE,0.991,0,0,0,0,9.76293284,4.683e-05,-4.683e-05,139.15802,0.0036,-0.0036,0.499,0.005,-0.462,3.064,0.116,-0.116,553.2,27.1,-27.1,1.94,0.18,-0.23,703.0,,,57.59,20.18,-17.77,23.6,1.0,q1_q17_dr25_tce,5052.0,151.0,-151.0,4.503,0.088,-0.072,0.816,0.078,-0.095,300.61969,45.788921,15.246
9307966,K04910.01,,FALSE POSITIVE,FALSE POSITIVE,0.072,0,0,1,0,3.37487541,4.066e-05,-4.066e-05,132.48977,0.00995,-0.00995,0.389,0.074,-0.389,3.085,0.335,-0.335,53.8,7.5,-7.5,0.75,0.24,-0.08,1287.0,,,649.96,617.11,-200.15,8.3,1.0,q1_q17_dr25_tce,6181.0,171.0,-214.0,4.464,0.052,-0.208,1.006,0.324,-0.108,300.75897,45.71788,13.858
9328641,K03400.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,33.3239576,0.0001513,-0.0001513,132.58989,0.00391,-0.00391,0.47,0.062,-0.227,37.217,0.233,-0.233,2012.1,14.0,-14.0,2.55,0.12,-0.11,416.0,,,7.06,1.84,-1.44,173.7,1.0,q1_q17_dr25_tce,5192.0,180.0,-180.0,4.707,0.046,-0.025,0.555,0.027,-0.024,284.85162,45.86351,15.213
9328852,K07159.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,0.64585177,4.6e-08,-4.6e-08,131.889136,5.89e-05,-5.89e-05,1.138,0.161,-0.169,1.97644,0.00624,-0.00624,308500.0,170.0,-170.0,51.1,3.2,-6.07,1234.0,,,543.24,142.93,-178.13,808.3,2.0,q1_q17_dr25_tce,4399.0,125.0,-156.0,4.788,0.075,-0.03,0.463,0.029,-0.055,284.99713,45.886688,15.33
9328864,K07160.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,0.645850521,2.191e-06,-2.191e-06,131.88911,0.0032,-0.0032,0.476,0.453,-0.273,1.2082,0.0931,-0.0931,54.9,4.0,-4.0,0.69,0.15,-0.11,1941.0,,,3366.81,2330.27,-1190.35,16.8,1.0,q1_q17_dr25_tce,5381.0,159.0,-143.0,4.426,0.144,-0.192,0.911,0.207,-0.138,285.00354,45.887951,14.107
9330740,K05656.01,,CANDIDATE,CANDIDATE,,0,0,0,0,169.84787744,,,178.6902845,,,,,,2.82,,,,,,,,,,,,,,,,1.0,q1_q16_tce,,,,,,,,,,286.12247,45.84251,12.687
9334027,K05657.01,,CANDIDATE,CANDIDATE,,0,0,0,0,284.699924,0.004635,-0.004635,257.6791,0.0149,-0.0149,0.3145,0.1587,-0.3144,3.709,0.826,-0.826,371.1,80.4,-80.4,2.0,0.84,-0.21,293.0,,,1.74,2.14,-0.52,7.6,1.0,q1_q16_tce,6054.0,156.0,-193.0,4.425,0.065,-0.285,1.028,0.432,-0.109,288.02945,45.800098,14.403
9334289,K00934.01,Kepler-254 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.826657508,6.434e-06,-6.434e-06,173.011411,0.000925,-0.000925,0.033,0.335,-0.033,2.9183,0.0321,-0.0321,1539.1,20.9,-20.9,4.09,0.6,-0.49,1013.0,,,248.57,96.56,-67.24,81.1,1.0,q1_q17_dr25_tce,5561.0,75.0,-83.0,4.362,0.126,-0.103,1.06,0.156,-0.127,288.1647,45.816509,15.843
9334289,K00934.02,Kepler-254 c,CONFIRMED,CANDIDATE,0.998,0,0,0,0,12.41216347,5.712e-05,-5.712e-05,142.54039,0.00409,-0.00409,0.021,0.438,-0.021,3.739,0.111,-0.111,611.3,26.0,-26.0,2.58,0.38,-0.31,787.0,,,90.65,35.21,-24.52,25.6,3.0,q1_q17_dr25_tce,5561.0,75.0,-83.0,4.362,0.126,-0.103,1.06,0.156,-0.127,288.1647,45.816509,15.843
9334289,K00934.03,Kepler-254 d,CONFIRMED,CANDIDATE,1.0,0,0,0,0,18.74649011,8.763e-05,-8.763e-05,147.13074,0.00376,-0.00376,0.508,0.011,-0.478,3.895,0.127,-0.127,796.8,32.8,-32.8,3.05,0.45,-0.37,686.0,,,52.38,20.34,-14.17,26.7,2.0,q1_q17_dr25_tce,5561.0,75.0,-83.0,4.362,0.126,-0.103,1.06,0.156,-0.127,288.1647,45.816509,15.843
9334490,K07161.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,18.84497113,3.457e-05,-3.457e-05,149.94759,0.00147,-0.00147,0.895,0.008,-0.007,4.9442,0.0865,-0.0865,4143.4,66.3,-66.3,5.35,0.57,-0.51,552.0,,,21.89,8.64,-6.02,79.8,1.0,q1_q17_dr25_tce,5220.0,173.0,-157.0,4.578,0.084,-0.056,0.695,0.074,-0.066,288.27121,45.87661,15.695
9334893,K02298.01,,CANDIDATE,CANDIDATE,0.9,0,0,0,0,16.6671415,0.0001253,-0.0001253,141.76551,0.00634,-0.00634,0.444,0.042,-0.422,3.526,0.197,-0.197,175.0,11.0,-11.0,0.7,0.04,-0.04,469.0,,,11.47,2.87,-2.52,17.9,1.0,q1_q17_dr25_tce,4729.0,143.0,-143.0,4.726,0.045,-0.024,0.525,0.028,-0.032,288.45605,45.80212,13.831
9334893,K02298.03,,CANDIDATE,CANDIDATE,0.425,0,0,0,0,2.47240869,1.886e-05,-1.886e-05,132.44084,0.00584,-0.00584,0.319,0.137,-0.319,1.87,0.173,-0.173,47.5,6.0,-6.0,0.36,0.02,-0.02,887.0,,,145.69,36.41,-32.07,9.0,4.0,q1_q17_dr25_tce,4729.0,143.0,-143.0,4.726,0.045,-0.024,0.525,0.028,-0.032,288.45605,45.80212,13.831
9334893,K02298.02,Kepler-1178 b,CONFIRMED,CANDIDATE,0.989,0,0,0,0,31.8055128,0.0006015,-0.0006015,150.6791,0.0149,-0.0149,0.476,0.498,-0.275,3.979,0.312,-0.312,141.7,14.1,-14.1,0.63,0.04,-0.04,378.0,,,4.84,1.21,-1.06,10.9,2.0,q1_q17_dr25_tce,4729.0,143.0,-143.0,4.726,0.045,-0.024,0.525,0.028,-0.032,288.45605,45.80212,13.831
9336200,K02242.01,Kepler-1153 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,1.755843555,4.915e-06,-4.915e-06,133.15509,0.00217,-0.00217,0.893,0.008,-0.675,1.9425,0.0642,-0.0642,386.0,18.0,-18.0,1.94,0.44,-0.17,1343.0,,,771.02,518.61,-205.91,25.1,1.0,q1_q17_dr25_tce,5569.0,149.0,-166.0,4.566,0.036,-0.153,0.829,0.188,-0.075,289.14722,45.86618,15.758
9340411,K07162.01,,CANDIDATE,CANDIDATE,0.979,0,0,0,0,5.1581317,0.0001111,-0.0001111,131.7314,0.021,-0.021,0.032,0.425,-0.032,7.773,0.573,-0.573,37.9,3.5,-3.5,2.02,0.4,-0.5,1642.0,,,1720.62,983.7,-840.06,13.0,1.0,q1_q17_dr25_tce,5155.0,116.0,-142.0,3.511,0.192,-0.157,3.355,0.668,-0.817,291.0527,45.835129,13.031
9340460,K08181.01,,FALSE POSITIVE,FALSE POSITIVE,0.009,1,0,0,0,388.519605,0.007934,-0.007934,352.2898,0.0188,-0.0188,0.478,0.488,-0.272,10.613,0.51,-0.51,151.2,11.8,-11.8,2.3,0.6,-0.91,350.0,,,3.56,2.86,-2.44,15.1,1.0,q1_q17_dr25_tce,6164.0,195.0,-238.0,3.985,0.364,-0.13,1.825,0.479,-0.719,291.07208,45.879307,11.543
9343862,K06201.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.123258617,2.305e-06,-2.305e-06,132.02671,0.00287,-0.00287,0.513,0.016,-0.022,4.27355,0.00742,-0.00742,377580.0,496.0,-496.0,150.94,32.62,-43.55,3215.0,,,25226.88,15842.48,-14606.42,779.2,1.0,q1_q17_dr25_tce,7945.0,193.0,-358.0,4.023,0.204,-0.136,2.17,0.469,-0.626,292.43274,45.853409,15.01
9344623,K07163.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,14.759477667,1.07e-06,-1.07e-06,139.7828128,5.85e-05,-5.85e-05,0.56,0.003,-0.003,9.7746,0.00312,-0.00312,357470.0,97.2,-97.2,76.06,23.33,-9.37,862.0,,,130.69,114.92,-41.85,3813.5,1.0,q1_q17_dr25_tce,6522.0,158.0,-198.0,4.407,0.065,-0.208,1.105,0.339,-0.136,292.7402,45.80151,13.822
9345819,K04615.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,1,1.04588635,1.177e-05,-1.177e-05,131.9887,0.0091,-0.0091,0.204,0.259,-0.204,2.833,0.637,-0.637,102.7,11.5,-11.5,1.1,0.36,-0.12,1972.0,,,3582.91,3567.41,-1152.96,13.2,1.0,q1_q17_dr25_tce,6249.0,196.0,-239.0,4.428,0.054,-0.216,1.076,0.353,-0.118,293.21414,45.82597,15.805
9345933,K03264.01,,CANDIDATE,CANDIDATE,0.865,0,0,0,0,13.0151826,0.0001395,-0.0001395,134.74697,0.00749,-0.00749,0.852,0.12,-0.61,3.613,0.274,-0.274,331.6,32.4,-32.4,1.36,0.12,-0.12,556.0,,,22.6,7.55,-5.99,11.9,1.0,q1_q17_dr25_tce,4794.0,144.0,-144.0,4.622,0.059,-0.032,0.643,0.057,-0.057,293.25903,45.837448,15.961
9346253,K01388.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,34.064566412,6.859e-06,-6.859e-06,150.452048,0.000163,-0.000163,0.524,0.009,0.0,9.6114,0.0117,-0.0117,28450.0,26.3,-26.3,15.57,4.69,-1.57,570.0,,,25.0,22.27,-7.47,1305.9,1.0,q1_q17_dr25_tce,6161.0,172.0,-215.0,4.517,0.052,-0.208,0.892,0.269,-0.09,293.38663,45.87027,15.443
9347009,K01971.01,Kepler-1030 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,19.32945602,9.041e-05,-9.041e-05,133.26717,0.00356,-0.00356,0.009,0.457,-0.009,3.794,0.122,-0.122,935.5,40.2,-40.2,2.26,0.27,-0.14,529.0,,,18.57,7.7,-4.03,26.8,1.0,q1_q17_dr25_tce,5026.0,149.0,-149.0,4.604,0.02,-0.08,0.763,0.093,-0.046,293.68192,45.817558,15.719
9347066,K07933.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,20.004714,0.001467,-0.001467,139.0639,0.0165,-0.0165,0.18,0.29,-0.18,2.952,0.534,-0.534,115.7,23.0,-23.0,0.89,0.15,-0.07,577.0,,,26.19,13.66,-6.88,6.7,1.0,q1_q17_dr25_tce,5299.0,159.0,-159.0,4.534,0.043,-0.119,0.848,0.138,-0.074,293.7041,45.892509,14.437
9347899,K00935.01,Kepler-31 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,20.86021229,2.386e-05,-2.386e-05,180.017757,0.000934,-0.000934,0.066,0.253,-0.065,5.1937,0.0335,-0.0335,1910.5,17.5,-17.5,5.5,0.82,-1.09,781.0,,,87.76,37.54,-35.79,117.0,1.0,q1_q17_dr25_tce,6035.0,120.0,-120.0,4.22,0.168,-0.112,1.257,0.187,-0.25,294.02301,45.853081,15.237
9347899,K00935.02,Kepler-31 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,42.63427848,7.674e-05,-7.674e-05,141.16954,0.00151,-0.00151,0.142,0.189,-0.142,6.1998,0.0535,-0.0535,1719.3,22.8,-22.8,5.22,0.78,-1.03,615.0,,,33.82,14.47,-13.79,78.7,2.0,q1_q17_dr25_tce,6035.0,120.0,-120.0,4.22,0.168,-0.112,1.257,0.187,-0.25,294.02301,45.853081,15.237
9347899,K00935.03,Kepler-31 d,CONFIRMED,CANDIDATE,0.973,0,0,0,0,87.6476068,0.0004197,-0.0004197,134.94222,0.00405,-0.00405,0.147,0.276,-0.147,8.871,0.128,-0.128,1009.6,27.4,-27.4,4.0,0.6,-0.79,484.0,,,12.94,5.54,-5.27,37.5,3.0,q1_q17_dr25_tce,6035.0,120.0,-120.0,4.22,0.168,-0.112,1.257,0.187,-0.25,294.02301,45.853081,15.237
9347899,K00935.04,,CANDIDATE,CANDIDATE,0.975,0,0,0,0,9.61731426,3.35e-05,-3.35e-05,142.47479,0.00284,-0.00284,0.331,0.081,-0.331,3.8692,0.0772,-0.0772,234.0,13.6,-13.6,1.94,0.29,-0.38,1010.0,,,246.13,105.29,-100.36,18.2,4.0,q1_q17_dr25_tce,6035.0,120.0,-120.0,4.22,0.168,-0.112,1.257,0.187,-0.25,294.02301,45.853081,15.237
9349482,K02020.01,Kepler-1058 b,CONFIRMED,CANDIDATE,0.996,0,0,0,0,110.9643706,0.0008471,-0.0008471,187.04621,0.00648,-0.00648,0.729,0.035,-0.511,12.831,0.242,-0.242,1283.2,34.1,-34.1,2.11,0.15,-0.19,239.0,,,0.77,0.22,-0.21,42.1,1.0,q1_q17_dr25_tce,4441.0,133.0,-146.0,4.695,0.059,-0.027,0.546,0.039,-0.049,294.59579,45.875031,15.498
9349757,K03348.01,Kepler-1474 b,CONFIRMED,CANDIDATE,0.94,0,0,0,0,36.4337867,0.0003777,-0.0003777,132.90573,0.00762,-0.00762,0.25,0.197,-0.25,4.388,0.192,-0.192,406.8,27.2,-27.2,2.2,0.33,-0.31,561.0,,,23.35,9.57,-6.96,16.2,1.0,q1_q17_dr25_tce,5566.0,83.0,-75.0,4.329,0.132,-0.108,1.099,0.168,-0.153,294.69406,45.86684,15.246
